index;nom_chaine;tvg_id_original;tvg_id_final;methode;groupe;logo
161;▼●★ --- ||FR|| REGIONALES ||FR|| --- ★●▼;;;unmapped;ⓘTV ║ FRANCE HD;https://redpluslogo.net/LOGO/TV_FRANCE_FHD/FLAG_FRANCE.png
162;FR | FR3 ALPES;;;unmapped;ⓘTV ║ FRANCE HD;http://redpluslogo.net/LOGO/TV_FRANCE_HD/f3alpes.png
163;FR | FR3 ALSACE;;;unmapped;ⓘTV ║ FRANCE HD;http://redpluslogo.net/LOGO/TV_FRANCE_HD/f3alsace.png
164;FR | FR3 AQUITAINE;;;unmapped;ⓘTV ║ FRANCE HD;http://redpluslogo.net/LOGO/TV_FRANCE_HD/f3aquitaine.png
165;FR | FR3 AUVERGNE;;;unmapped;ⓘTV ║ FRANCE HD;http://redpluslogo.net/LOGO/TV_FRANCE_HD/f3auvergne.png
166;FR | FR3 BASSE-NORMANDIE;;;unmapped;ⓘTV ║ FRANCE HD;http://redpluslogo.net/LOGO/TV_FRANCE_HD/f3bnormandie.png
167;FR | FR3 BOURGOGNE;;;unmapped;ⓘTV ║ FRANCE HD;http://redpluslogo.net/LOGO/TV_FRANCE_HD/f3bourgogne.png
168;FR | FR3 BRETAGNE;;;unmapped;ⓘTV ║ FRANCE HD;http://redpluslogo.net/LOGO/TV_FRANCE_HD/f3bretagne.png
169;FR | FR3 CENTRE;;;unmapped;ⓘTV ║ FRANCE HD;http://redpluslogo.net/LOGO/TV_FRANCE_HD/f3centre.png
170;FR | FR3 CHAMPAGNE-ARDENNE;;;unmapped;ⓘTV ║ FRANCE HD;http://redpluslogo.net/LOGO/TV_FRANCE_HD/f3champardenne.png
171;FR | FR3 CORSE VIA STELLA;;;unmapped;ⓘTV ║ FRANCE HD;http://redpluslogo.net/LOGO/TV_FRANCE_HD/f3corseviastella.png
172;FR | FR3 COTE-D;;;unmapped;ⓘTV ║ FRANCE HD;http://redpluslogo.net/LOGO/TV_FRANCE_HD/f3cotedazur.png
173;FR | FR3 FRANCHE-COMTE;;;unmapped;ⓘTV ║ FRANCE HD;http://redpluslogo.net/LOGO/TV_FRANCE_HD/f3franchecomte.png
174;FR | FR3 HAUTE-NORMANDIE;;;unmapped;ⓘTV ║ FRANCE HD;http://redpluslogo.net/LOGO/TV_FRANCE_HD/f3hnormandie.png
175;FR | FR3 HD;;;unmapped;ⓘTV ║ FRANCE HD;http://redpluslogo.net/LOGO/TV_FRANCE_HD/FRANCE_3.png
176;FR | FR3 LANGUEDOC-ROUSSILLON;;;unmapped;ⓘTV ║ FRANCE HD;http://redpluslogo.net/LOGO/TV_FRANCE_HD/f3languedocrou.png
177;FR | FR3 LIMOUSIN;;;unmapped;ⓘTV ║ FRANCE HD;http://redpluslogo.net/LOGO/TV_FRANCE_HD/f3limousin.png
178;FR | FR3 LORRAINE;;;unmapped;ⓘTV ║ FRANCE HD;http://redpluslogo.net/LOGO/TV_FRANCE_HD/f3lorraine.png
179;FR | FR3 MIDI PYRENEES;;;unmapped;ⓘTV ║ FRANCE HD;http://redpluslogo.net/LOGO/TV_FRANCE_HD/f3midipyrenees.png
180;FR | FR3 NoA;;;unmapped;ⓘTV ║ FRANCE HD;http://redpluslogo.net/LOGO/TV_FRANCE_HD/noa.png
181;FR | FR3 NORD PAS-DE-CALAIS;;;unmapped;ⓘTV ║ FRANCE HD;http://redpluslogo.net/LOGO/TV_FRANCE_HD/f3nordpdc.png
182;FR | FR3 PARIS ILE-DE-FRANCE;;;unmapped;ⓘTV ║ FRANCE HD;http://redpluslogo.net/LOGO/TV_FRANCE_HD/f3parisidf.png
183;FR | FR3 PAYS DE LOIRE;;;unmapped;ⓘTV ║ FRANCE HD;http://redpluslogo.net/LOGO/TV_FRANCE_HD/f3paysdelaloire.png
184;FR | FR3 PICARDIE;;;unmapped;ⓘTV ║ FRANCE HD;http://redpluslogo.net/LOGO/TV_FRANCE_HD/f3picardie.png
185;FR | FR3 POITOU-CHARENTES;;;unmapped;ⓘTV ║ FRANCE HD;http://redpluslogo.net/LOGO/TV_FRANCE_HD/f3poitouchar.png
186;FR | FR3 PROVENCE-ALPES;;;unmapped;ⓘTV ║ FRANCE HD;http://redpluslogo.net/LOGO/TV_FRANCE_HD/f3provalpes.png
187;FR | FR3 RHONE-ALPES;;;unmapped;ⓘTV ║ FRANCE HD;http://redpluslogo.net/LOGO/TV_FRANCE_HD/f3rhonealpes.png
188;FR | 20 MINUTES TV HD;;;unmapped;ⓘTV ║ FRANCE HD;http://redpluslogo.net/LOGO/TV_FRANCE_HD/20_MINUTES_TV.png
189;FR | TV8 MONT-BLANC;;;unmapped;ⓘTV ║ FRANCE HD;http://redpluslogo.net/LOGO/TV_FRANCE_HD/TV8_MONT_BLANC.png
190;FR | FUEL TV HD;;;unmapped;ⓘTV ║ FRANCE HD;http://redpluslogo.net/LOGO/TV_PORTUGAL/Fuel_TV.png
191;FR | LMTV SARTHE HD;;;unmapped;ⓘTV ║ FRANCE HD;http://redpluslogo.net/LOGO/LMTVSARTHE.png
192;FR | ALPE DHUEZ;;;unmapped;ⓘTV ║ FRANCE HD;http://redpluslogo.net/LOGO/TV_FRANCE_HD/
193;FR | 7ALIMOGES HD;;;unmapped;ⓘTV ║ FRANCE HD;http://redpluslogo.net/LOGO/TV_FRANCE_HD/
194;FR | AS TV HD;;;unmapped;ⓘTV ║ FRANCE HD;http://redpluslogo.net/LOGO/TV_FRANCE_HD/
195;FR | ASTRO CENTER TV;;;unmapped;ⓘTV ║ FRANCE HD;http://redpluslogo.net/LOGO/TV_FRANCE_HD/ASTROCENTER_TV.png
196;FR | NA TV HD;;;unmapped;ⓘTV ║ FRANCE HD;http://redpluslogo.net/LOGO/TV_FRANCE_HD/
197;FR | NOA HD;;;unmapped;ⓘTV ║ FRANCE HD;http://redpluslogo.net/LOGO/TV_FRANCE_HD/noa.png
198;FR | CANAL 31 HD;;;unmapped;ⓘTV ║ FRANCE HD;http://redpluslogo.net/LOGO/TV_FRANCE_HD/
199;FR | CANAL ATLAS;;;unmapped;ⓘTV ║ FRANCE HD;http://redpluslogo.net/LOGO/TV_FRANCE_HD/
200;FR | CANAL32 HD;;;unmapped;ⓘTV ║ FRANCE HD;http://redpluslogo.net/LOGO/TV_FRANCE_HD/
201;FR | MOSELLE TV;;;unmapped;ⓘTV ║ FRANCE HD;http://redpluslogo.net/LOGO/TV_FRANCE_HD/MOSELE_TV.png
202;FR | MOSAIK CRISTAL HD;;;unmapped;ⓘTV ║ FRANCE HD;http://redpluslogo.net/LOGO/TV_FRANCE_HD/
203;FR | MARITIMA TV;;;unmapped;ⓘTV ║ FRANCE HD;http://redpluslogo.net/LOGO/TV_FRANCE_HD/
204;FR | MAURIENNE TV HD;;;unmapped;ⓘTV ║ FRANCE HD;http://redpluslogo.net/LOGO/TV_FRANCE_HD/
205;FR | BIP TV HD;;;unmapped;ⓘTV ║ FRANCE HD;http://redpluslogo.net/LOGO/TV_FRANCE_HD/BIP_TV.png
206;FR | VIA TELE PAESE;;;unmapped;ⓘTV ║ FRANCE HD;http://redpluslogo.net/LOGO/TV_FRANCE_HD/
207;FR | TV MONACO;;;unmapped;ⓘTV ║ FRANCE HD;http://redpluslogo.net/LOGO/TV_FRANCE_HD/
208;▼●★ --- ||FR|| OUTRE MER ||FR|| --- ★●▼;;;unmapped;ⓘTV ║ FRANCE HD;
209;FR | OUTRE-MER 1ÈRE HD;;;unmapped;ⓘTV ║ FRANCE HD;
210;FR | NOUVELLE-CALEDONIE 1ÈRE HD;;;unmapped;ⓘTV ║ FRANCE HD;
211;FR | GUADELOUPE 1ÈRE HD;;;unmapped;ⓘTV ║ FRANCE HD;
212;FR | GUYANE 1ÈRE HD;;;unmapped;ⓘTV ║ FRANCE HD;
213;FR | MARTINIQUE 1ERE HD;;;unmapped;ⓘTV ║ FRANCE HD;
214;FR | ANTENNE REUNION HD;;;unmapped;ⓘTV ║ FRANCE HD;
215;FR | RTS UN EQUITAINE GUYANE HD;;;unmapped;ⓘTV ║ FRANCE HD;
216;FR | RTS DEUX EQUITAINE GUYANE HD;;;unmapped;ⓘTV ║ FRANCE HD;
217;FR | ZOUK TV HD;;;unmapped;ⓘTV ║ FRANCE HD;
218;FR | FUSION TV HD;;;unmapped;ⓘTV ║ FRANCE HD;
219;FR | TELE GINEN HD;;;unmapped;ⓘTV ║ FRANCE HD;
220;FR | TÉLÉVISION NATIONALE TNH HD;;;unmapped;ⓘTV ║ FRANCE HD;
221;FR | TELE ECLAIR HD;;;unmapped;ⓘTV ║ FRANCE HD;
222;FR | TMA CARAIBES HD;;;unmapped;ⓘTV ║ FRANCE HD;
223;FR | TELE CARAIBES HD;;;unmapped;ⓘTV ║ FRANCE HD;
224;FR | CANAL TELEANTILLAS HD;;;unmapped;ⓘTV ║ FRANCE HD;
225;▼●★ --- ||FR|| SPORTS ÉVÉNEMENTIELS - HQ ||FR|| --- ★●▼;;;unmapped;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/FLAG_FRANCE.png
226;FR | CANAL+ EVENEMENT UHD;EvenementsSports4KUHD.fr;EvenementsSports4KUHD.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_FHD/CANAL+_EVENEMENT.png
227;FR | CANAL+ ÉVENEMENT UHD HDR;;;unmapped;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_FHD/CANAL+_EVENEMENT.png
228;FR | CANAL+ FHD;canalplus.fr;canalplus.fr;original;ⓘTV ║ SPORTS FR;https://redpluslogo.net/LOGO/TV_FRANCE_HD/CANAL+.png
229;FR | CANAL+ HD;canalplus.fr;canalplus.fr;original;ⓘTV ║ SPORTS FR;https://redpluslogo.net/LOGO/TV_FRANCE_HD/CANAL+.png
230;FR | CANAL+ SPORT FHD;canalplussport.fr;canalplussport.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_FHD/CANAL+_SPORT.png
231;FR | CANAL+ SPORT HD;canalplussport.fr;canalplussport.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/CANAL+_SPORT.png
232;FR | CANAL+ SPORT SD;canalplussport.fr;canalplussport.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_FHD/CANAL+_SPORT.png
233;FR | CANAL+ 360 FHD;canalplussport360.fr;canalplussport360.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_FHD/CANAL+_SPORT_360.png
234;FR | CANAL+ 360 HD;canalplussport360.fr;canalplussport360.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_FHD/CANAL+_SPORT_360.png
235;FR | CANAL+ 360 SD;CanalPlusSport360.fr;CanalPlusSport360.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_FHD/CANAL+_SPORT_360.png
236;FR | CANAL+ FOOT UHD;;;unmapped;ⓘTV ║ SPORTS FR;https://redpluslogo.net/LOGO/TV_SPORTS_FR_FHD/CANAL+_FOOT.png
237;FR | CANAL+ FOOT FHD;canalplusfoot.fr;canalplusfoot.fr;original;ⓘTV ║ SPORTS FR;https://redpluslogo.net/LOGO/TV_SPORTS_FR_FHD/CANAL+_FOOT.png
238;FR | CANAL+ FOOT FHD S2;canalplusfoot.fr;canalplusfoot.fr;original;ⓘTV ║ SPORTS FR;https://redpluslogo.net/LOGO/TV_SPORTS_FR_FHD/CANAL+_FOOT.png
239;FR | CANAL+ FOOT HD;canalplusfoot.fr;canalplusfoot.fr;original;ⓘTV ║ SPORTS FR;https://redpluslogo.net/LOGO/TV_SPORTS_FR_FHD/CANAL+_FOOT.png
240;FR | CANAL+ FOOT SD;canalplusfoot.fr;canalplusfoot.fr;original;ⓘTV ║ SPORTS FR;https://redpluslogo.net/LOGO/TV_SPORTS_FR_FHD/CANAL+_FOOT.png
241;FR | CANAL+ PREMIER LEAGUE FHD;canalpluspremierleague.fr;canalpluspremierleague.fr;original;ⓘTV ║ SPORTS FR;https://redpluslogo.net/LOGO/TV_SPORTS_FR_FHD/CANAL+_PREMIER_LEAGUE.png
242;FR | CANAL+ PREMIER LEAGUE HD;canalpluspremierleague.fr;canalpluspremierleague.fr;original;ⓘTV ║ SPORTS FR;https://redpluslogo.net/LOGO/TV_SPORTS_FR_FHD/CANAL+_PREMIER_LEAGUE.png
243;FR | CANAL+ PREMIER LEAGUE SD;canalpluspremierleague.fr;canalpluspremierleague.fr;original;ⓘTV ║ SPORTS FR;https://redpluslogo.net/LOGO/TV_SPORTS_FR_FHD/CANAL+_PREMIER_LEAGUE.png
244;▼●★ --- ||FR|| BEIN SPORT ||FR|| --- ★●▼;;;unmapped;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/FLAG_FRANCE.png
245;FR | BEIN SPORT 1 FHD;beinsports1.fr;beinsports1.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/BEIN_SPORTS_1.png
246;FR | BEIN SPORT 1 HD;beinsports1.fr;beinsports1.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/BEIN_SPORTS_1.png
247;FR | BEIN SPORT 1 SD;beinsports1.fr;beinsports1.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/BEIN_SPORTS_1_SD.png
248;FR | BEIN SPORT 2 FHD;beinsports2.fr;beinsports2.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/BEIN_SPORTS_2.png
249;FR | BEIN SPORT 2 HD;beinsports2.fr;beinsports2.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/BEIN_SPORTS_2.png
250;FR | BEIN SPORT 2 SD;beinsports2.fr;beinsports2.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/BEIN_SPORTS_2_SD.png
251;FR | BEIN SPORT 3 FHD;beinsports3.fr;beinsports3.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/BEIN_SPORTS_3.png
252;FR | BEIN SPORT 3 HD;beinsports3.fr;beinsports3.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/BEIN_SPORTS_3.png
253;FR | BEIN SPORT 3 SD;beinsports3.fr;beinsports3.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/BEIN_SPORTS_3_SD.png
254;FR | BEIN MAX 4 HD;beINSPORTSMAX4.fr;beINSPORTSMAX4.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/BEIN_MAX_4.png
255;FR | BEIN MAX 5 HD;beINSPORTSMAX5.fr;beINSPORTSMAX5.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/BEIN_MAX_5.png
256;FR | BEIN MAX 6 HD;beINSPORTSMAX6.fr;beINSPORTSMAX6.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/BEIN_MAX_6.png
257;FR | BEIN MAX 7 HD;beINSPORTSMAX7.fr;beINSPORTSMAX7.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/BEIN_MAX_7.png
258;FR | BEIN MAX 8 HD;beINSPORTSMAX8.fr;beINSPORTSMAX8.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/BEIN_MAX_8.png
259;FR | BEIN MAX 9 HD;beINSPORTSMAX9.fr;beINSPORTSMAX9.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/BEIN_MAX_9.png
260;FR | BEIN MAX 10 HD;beINSPORTSMAX10.fr;beINSPORTSMAX10.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/BEIN_MAX_10.png
261;▼●★ --- ||FR|| RMC SPORT ||FR|| --- ★●▼;;;unmapped;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/FLAG_FRANCE.png
262;FR | RMC SPORT 1 FHD;rmcsport1.fr;rmcsport1.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/RMC_SPORT_1.png
263;FR | RMC SPORT 1 HD;rmcsport1.fr;rmcsport1.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/RMC_SPORT_1.png
264;FR | RMC SPORT 1 SD;rmcsport1.fr;rmcsport1.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/RMC_SPORT_1_SD.png
265;FR | RMC SPORT 2 FHD;rmcsport2.fr;rmcsport2.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/RMC_SPORT_LIVE_2.png
266;FR | RMC SPORT 2 HD;rmcsport2.fr;rmcsport2.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/RMC_SPORT_LIVE_2.png
267;FR | RMC SPORT 2 SD;rmcsport2.fr;rmcsport2.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/RMC_SPORT_LIVE_2_SD.png
268;FR | RMC SPORT LIVE 3 FHD;rmcsport2.fr;rmcsport2.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/RMC_SPORT_LIVE_3.png
269;FR | RMC SPORT LIVE 3 HD;rmcsport2.fr;rmcsport2.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/RMC_SPORT_LIVE_3.png
270;FR | RMC SPORT LIVE 3 SD;rmcsport2.fr;rmcsport2.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/RMC_SPORT_LIVE_3_SD.png
271;FR | RMC SPORT LIVE 4 FHD;rmcsport2.fr;rmcsport2.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/RMC_SPORT_LIVE_4.png
272;FR | RMC SPORT LIVE 4 HD;rmcsport2.fr;rmcsport2.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/RMC_SPORT_LIVE_4.png
273;FR | RMC SPORT LIVE 4 SD;rmcsport2.fr;rmcsport2.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/RMC_SPORT_LIVE_4_SD.png
274;FR | RMC SPORT LIVE 5 FHD;rmcsportlive5.fr;rmcsportlive5.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/RMC_SPORT_LIVE_5.png
275;FR | RMC SPORT LIVE 5 HD;rmcsportlive5.fr;rmcsportlive5.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/RMC_SPORT_LIVE_5.png
276;FR | RMC SPORT LIVE 5 SD;rmcsportlive5.fr;rmcsportlive5.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/RMC_SPORT_LIVE_5.png
277;FR | RMC SPORT LIVE 6 FHD;rmcsportlive6.fr;rmcsportlive6.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/RMC_SPORT_LIVE_6.png
278;FR | RMC SPORT LIVE 6 SD;rmcsportlive6.fr;rmcsportlive6.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/RMC_SPORT_LIVE_6.png
279;FR | RMC SPORT LIVE 7 FHD;rmcsportlive7.fr;rmcsportlive7.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/RMC_SPORT_LIVE_7.png
280;FR | RMC SPORT LIVE 7 HD;rmcsportlive7.fr;rmcsportlive7.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/RMC_SPORT_LIVE_7.png
281;FR | RMC SPORT LIVE 7 SD;rmcsportlive7.fr;rmcsportlive7.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/RMC_SPORT_LIVE_7.png
282;FR | RMC SPORT LIVE 8 FHD;rmcsportlive8.fr;rmcsportlive8.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/RMC_SPORT_LIVE_8.png
283;FR | RMC SPORT LIVE 8 HD;rmcsportlive8.fr;rmcsportlive8.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/RMC_SPORT_LIVE_8.png
284;FR | RMC SPORT LIVE 8 SD;rmcsportlive8.fr;rmcsportlive8.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/RMC_SPORT_LIVE_8.png
285;FR | RMC SPORT LIVE 9 FHD;rmcsportlive9.fr;rmcsportlive9.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/RMC_SPORT_LIVE_9.png
286;FR | RMC SPORT LIVE 9 HD;rmcsportlive9.fr;rmcsportlive9.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/RMC_SPORT_LIVE_9.png
287;FR | RMC SPORT LIVE 9 SD;rmcsportlive9.fr;rmcsportlive9.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/RMC_SPORT_LIVE_9.png
288;FR | RMC SPORT LIVE 10 FHD;rmcsportlive10.fr;rmcsportlive10.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/RMC_SPORT_LIVE_10.png
289;FR | RMC SPORT LIVE 10 HD;rmcsportlive10.fr;rmcsportlive10.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/RMC_SPORT_LIVE_10.png
290;FR | RMC SPORT LIVE 10 SD;rmcsportlive10.fr;rmcsportlive10.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/RMC_SPORT_LIVE_10.png
291;FR | RMC SPORT LIVE 11 HD;rmcsportlive11.fr;rmcsportlive11.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/RMC_SPORT_LIVE_11.png
292;FR | RMC SPORT LIVE 11 SD;rmcsportlive11.fr;rmcsportlive11.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/RMC_SPORT_LIVE_11.png
293;FR | RMC SPORT LIVE 11 FHD;rmcsportlive11.fr;rmcsportlive11.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/RMC_SPORT_LIVE_11.png
294;FR | RMC SPORT LIVE 12 FHD;rmcsportlive12.fr;rmcsportlive12.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/RMC_SPORT_LIVE_12.png
295;FR | RMC SPORT LIVE 12 HD;rmcsportlive12.fr;rmcsportlive12.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/RMC_SPORT_LIVE_12.png
296;FR | RMC SPORT LIVE 12 SD;rmcsportlive12.fr;rmcsportlive12.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/RMC_SPORT_LIVE_12.png
297;▼●★ --- ||FR|| SPORTS - HQ ||FR|| --- ★●▼;;;unmapped;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/FLAG_FRANCE.png
298;FR | EUROSPORT 1 FHD;eurosport1.fr;eurosport1.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/EUROSPORT_1.png
299;FR | EUROSPORT 1 HD;eurosport1.fr;eurosport1.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/EUROSPORT_1.png
300;FR | EUROSPORT 1 SD;eurosport1.fr;eurosport1.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/EUROSPORT_1_SD.png
301;FR | EUROSPORT 2 FHD;eurosport2.fr;eurosport2.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/EUROSPORT_2.png
302;FR | EUROSPORT 2 HD;eurosport2.fr;eurosport2.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/EUROSPORT_2.png
303;FR | EUROSPORT 2 SD;eurosport2.fr;eurosport2.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/EUROSPORT_2_SD.png
304;FR | EUROSPORT 360 1 HD;eurosport3601.fr;eurosport3601.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/EUROSPORT_360_1.png
305;FR | EUROSPORT 360 2 HD;eurosport3602.fr;eurosport3602.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/EUROSPORT_360_2.png
306;FR | EUROSPORT 360 3 HD;eurosport3603.fr;eurosport3603.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/EUROSPORT_360_3.png
307;FR | EUROSPORT 360 4 HD;eurosport3604.fr;eurosport3604.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/EUROSPORT_360_4.png
308;FR | EUROSPORT 360 5 HD;eurosport3605.fr;eurosport3605.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/EUROSPORT_360_5.png
309;FR | EUROSPORT 360 6 HD;eurosport3606.fr;eurosport3606.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/EUROSPORT_360_2.png
310;FR | EUROSPORT 360 7 HD;eurosport3607.fr;eurosport3607.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/EUROSPORT_360_2.png
311;FR | EUROSPORT 360 8 HD;eurosport3608.fr;eurosport3608.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/EUROSPORT_360_2.png
312;FR | GOLF+ FHD;golfplus.fr;golfplus.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_FHD/GOLF+.png
